,zone,pole,lat,lng
2002,Uptown,3930-05-01 00:00:00,32.749447,-117.160548
2003,Uptown,3931-05-01 00:00:00,32.749477,-117.160366
2004,Uptown,3932-05-01 00:00:00,32.749535,-117.160549
2005,Uptown,3933-05-01 00:00:00,32.749595,-117.160367
2006,Uptown,3934-05-01 00:00:00,32.749652,-117.16055
2007,Uptown,3935-05-01 00:00:00,32.749683,-117.160368
2008,Uptown,3936-05-01 00:00:00,32.74974,-117.160551
2009,Uptown,3938-05-01 00:00:00,32.749799,-117.160551
2010,Uptown,3940-05-01 00:00:00,32.749828,-117.160551
2011,Uptown,5-3900W,32.749071,-117.160515
2012,Uptown,5-3902,32.748479,-117.16054
2013,Uptown,5-3904,32.748567,-117.160541
2014,Uptown,5-3906,32.748626,-117.160541
2015,Uptown,5-3909,32.748656,-117.16036
2016,Uptown,5-3911,32.748715,-117.16036
2017,Uptown,5-3912,32.748772,-117.160543
2018,Uptown,5-3913,32.748803,-117.160361
2019,Uptown,5-3914,32.74886,-117.160543
2020,Uptown,5-3915,32.748891,-117.160362
2021,Uptown,5-3916,32.748948,-117.160544
2022,Uptown,5-3917,32.749008,-117.160362
2023,Uptown,5-3918,32.748916,-117.160363
2024,Uptown,5-3920,32.749066,-117.160545
2025,Uptown,5-3922,32.749095,-117.160545
2026,Uptown,5-3923,32.749155,-117.160364
2027,Uptown,5-3925,32.749184,-117.160364
2028,Uptown,5-3926,32.749242,-117.160547
2029,Uptown,5-3927,32.749301,-117.160365
2030,Uptown,5-3928,32.749359,-117.160548
2031,Uptown,5-3929,32.749389,-117.160366
2032,Uptown,5-3930,32.749447,-117.160548
2033,Uptown,5-3931,32.749477,-117.160366
2034,Uptown,5-3932,32.749535,-117.160549
2035,Uptown,5-3933,32.749595,-117.160367
2036,Uptown,5-3934,32.749652,-117.16055
2037,Uptown,5-3935,32.749683,-117.160368
2038,Uptown,5-3936,32.74974,-117.160551
2039,Uptown,5-3938,32.749799,-117.160551
2040,Uptown,5-3940,32.749828,-117.160551
2041,Downtown,4-1011,32.715989,-117.161004
2042,Downtown,4-1013,32.716244,-117.161006
2043,Downtown,4-1019,32.716507,-117.161079
2044,Downtown,4-1021,32.716388,-117.161111
2045,Downtown,4-1204,32.71798,-117.161204
2046,Downtown,4-1206,32.718075,-117.161205
2047,Downtown,4-1208,32.71819,-117.161206
2048,Downtown,4-1210,32.718285,-117.161207
2049,Downtown,4-1216,32.718399,-117.161208
2050,Downtown,4-1218,32.718495,-117.161209
2051,Downtown,4-1222,32.718609,-117.161211
2052,Downtown,4-1224,32.718705,-117.161212
2053,Downtown,4-1300,32.719002,-117.161214
2054,Downtown,4-1300E,32.719187,-117.144733
2055,Downtown,4-1302,32.719099,-117.161215
2056,Downtown,4-1304,32.719196,-117.161216
2057,Downtown,4-1306,32.719293,-117.161216
2058,Downtown,4-1310,32.719511,-117.160973
2059,Downtown,4-1312,32.719414,-117.161027
2060,Downtown,4-1313,32.719391,-117.161035
2061,Downtown,4-1314,32.719414,-117.161084
2062,Downtown,4-1315,32.719488,-117.161036
2063,Downtown,4-1316,32.719414,-117.161084
2064,Downtown,4-1317,32.719584,-117.161036
2065,Downtown,4-1319,32.719681,-117.161037
2066,Downtown,4-1321,32.719778,-117.161038
2067,Downtown,4-1400E,32.719196,-117.144716
2068,Downtown,4-1402,32.720716,-117.161229
2069,Downtown,4-1404,32.720716,-117.161229
2070,Downtown,4-1406,32.720716,-117.161229
2071,Downtown,4-1408,32.720716,-117.161229
2072,Downtown,4-1409,32.720274,-117.160882
2073,Downtown,4-1410,32.720148,-117.161223
2074,Downtown,4-1412,32.720338,-117.161225
2075,Downtown,4-1414,32.720562,-117.161439
2076,Downtown,4-1415,32.720536,-117.161215
2077,Downtown,4-1416,32.720716,-117.161229
2078,Downtown,4-1417,32.720553,-117.161176
2079,Downtown,4-1419,32.720652,-117.161153
2080,Downtown,4-1421,32.720641,-117.160968
2081,Downtown,4-1423,32.720663,-117.161039
2082,Downtown,4-1424,32.720716,-117.161229
2083,Downtown,4-1500,32.721068,-117.161233
2084,Downtown,4-1500E,32.71926,-117.144734
2085,Downtown,4-1501,32.721147,-117.161051
2086,Downtown,4-1502,32.721242,-117.161235
2087,Downtown,4-1503,32.72112,-117.161046
2088,Downtown,4-1504,32.721319,-117.161235
2089,Downtown,4-1506,32.721397,-117.161236
2090,Downtown,4-1514,32.721474,-117.161237
2091,Downtown,4-1516,32.721551,-117.161238
2092,Downtown,4-1518,32.721629,-117.161239
2093,Downtown,4-1519,32.721707,-117.161057
2094,Downtown,4-1521,32.721785,-117.161058
2095,Downtown,4-1523,32.721862,-117.161059
2096,Downtown,4-1600E,32.719187,-117.144733
2097,Downtown,4-1602,32.722182,-117.161243
2098,Downtown,4-1603,32.722347,-117.161062
2099,Downtown,4-1604,32.722542,-117.161245
2100,Downtown,4-1605,32.722705,-117.161064
2101,Downtown,4-1606,32.722893,-117.161247
2102,Downtown,4-1700E,32.719207,-117.144733
2103,Uptown,4-1707,32.723161,-117.161065
2104,Uptown,4-1708,32.723216,-117.161247
2105,Uptown,4-1710,32.723272,-117.161248
2106,Uptown,4-1712,32.723346,-117.161248
2107,Uptown,4-1713,32.723384,-117.161066
2108,Uptown,4-1714,32.723457,-117.161248
2109,Uptown,4-1715,32.723495,-117.161066
2110,Uptown,4-1716,32.723568,-117.161249
2111,Uptown,4-1717,32.723624,-117.161067
2112,Uptown,4-1718,32.723679,-117.161249
2113,Uptown,4-1719,32.723736,-117.161067
2114,Uptown,4-1720,32.723809,-117.16125
2115,Uptown,4-1722,32.723865,-117.16125
2116,Uptown,4-1723,32.723902,-117.161068
2117,Uptown,4-1725,32.723958,-117.161068
2118,Uptown,4-1800E,32.719187,-117.144733
2119,Uptown,4-1801,32.724232,-117.16107
2120,Uptown,4-1803,32.724348,-117.161071
2121,Uptown,4-1805,32.724464,-117.161072
2122,Uptown,4-1807,32.724599,-117.161073
2123,Uptown,4-1824,32.724848,-117.161256
2124,Uptown,4-1826,32.724964,-117.161257
2125,Downtown,4-300W,32.70927,-117.161122
2126,Downtown,4-307,32.708768,-117.161056
2127,Downtown,4-313,32.708962,-117.160933
2128,Downtown,4-315,32.70904,-117.160935
2129,Downtown,4-318,32.709115,-117.161119
2130,Downtown,4-320,32.709216,-117.16121
2131,Downtown,4-322,32.70923,-117.161226
2132,"San Diego, CA Default Zone",4-3802-T,32.748332,-117.161657
2133,"San Diego, CA Default Zone",4-3803-T,32.748326,-117.161577
2134,"San Diego, CA Default Zone",4-3804-T,32.7484,-117.161665
2135,"San Diego, CA Default Zone",4-3805-T,32.748398,-117.161588
2136,"San Diego, CA Default Zone",4-3806-T,32.748463,-117.16166
2137,"San Diego, CA Default Zone",4-3807-T,32.748468,-117.161574
2138,"San Diego, CA Default Zone",4-3808-T,32.748583,-117.16166
2139,"San Diego, CA Default Zone",4-3809-T,32.748572,-117.161582
2140,"San Diego, CA Default Zone",4-3810-T,32.748646,-117.161663
2141,"San Diego, CA Default Zone",4-3811-T,32.748644,-117.161577
2142,"San Diego, CA Default Zone",4-3812-T,32.748711,-117.161663
2143,"San Diego, CA Default Zone",4-3814-T,32.748842,-117.161655
2144,"San Diego, CA Default Zone",4-3815-T,32.748716,-117.161582
2145,"San Diego, CA Default Zone",4-3816-T,32.74916,-117.16166
2146,"San Diego, CA Default Zone",4-3818-T,32.749269,-117.161647
2147,"San Diego, CA Default Zone",4-3819-T,32.748836,-117.161577
2148,"San Diego, CA Default Zone",4-3821-T,32.748937,-117.161577
2149,"San Diego, CA Default Zone",4-3823-T,32.749048,-117.161577
2150,"San Diego, CA Default Zone",4-3825-T,32.749145,-117.161577
2151,"San Diego, CA Default Zone",4-3827-T,32.749242,-117.161569
2152,"San Diego, CA Default Zone",4-3829-T,32.749332,-117.161563
2153,"San Diego, CA Default Zone",4-3830-T,32.749399,-117.161649
2154,"San Diego, CA Default Zone",4-3831-T,32.749447,-117.161563
2155,"San Diego, CA Default Zone",4-3832-T,32.749517,-117.161649
2156,Downtown,4-403,32.709568,-117.160945
2157,Downtown,4-405,32.709701,-117.160947
2158,Downtown,4-407,32.709834,-117.160949
2159,Downtown,4-415,32.709968,-117.160951
2160,Downtown,4-417,32.710101,-117.160953
2161,Downtown,4-419,32.710234,-117.160954
2162,Uptown,4-4059,32.752298,-117.161292
2163,Uptown,4-4061,32.752661,-117.16129
2164,Uptown,4-4063,32.753083,-117.16129
2165,Uptown,4-4065,32.753444,-117.161294
2166,Uptown,4059-04-01 00:00:00,32.752298,-117.161292
2167,Uptown,4061-04-01 00:00:00,32.752661,-117.16129
2168,Uptown,4063-04-01 00:00:00,32.753083,-117.16129
2169,Uptown,4065-04-01 00:00:00,32.753444,-117.161294
2170,Downtown,4-501,32.710511,-117.160957
2171,Downtown,4-503,32.710551,-117.160957
2172,Downtown,4-505,32.71059,-117.160957
2173,Downtown,4-507,32.710629,-117.160957
2174,Downtown,4-508,32.710669,-117.161139
2175,Downtown,4-509,32.710708,-117.160957
2176,Downtown,4-510,32.710767,-117.161139
2177,Downtown,4-511,32.710787,-117.160957
2178,Downtown,4-513,32.710826,-117.160957
2179,Downtown,4-514,32.710885,-117.161139
2180,Downtown,4-515,32.710905,-117.160957
2181,Downtown,4-516,32.710964,-117.16114
2182,Downtown,4-517,32.711003,-117.160958
2183,Downtown,4-519,32.711043,-117.160958
2184,Downtown,4-521,32.711082,-117.160958
2185,Downtown,4-523,32.711121,-117.160958
2186,Downtown,4-525,32.711161,-117.160958
2187,Downtown,4-527,32.7112,-117.160958
2188,Downtown,4-529,32.71124,-117.160958
2189,Downtown,4-537,32.711279,-117.160958
2190,Downtown,4-539,32.711318,-117.160958
2191,Downtown,4-541,32.711358,-117.160958
2192,Downtown,4-543,32.711397,-117.160958
2193,Downtown,4-603,32.711663,-117.160963
2194,Downtown,4-605,32.711781,-117.160966
2195,Downtown,4-607,32.711899,-117.16097
2196,Downtown,4-609,32.712036,-117.160974
2197,Downtown,4-611,32.712154,-117.160977
2198,Downtown,4-623,32.712272,-117.160981
2199,Downtown,4-625,32.71239,-117.160984
2200,Downtown,4-700,32.71271,-117.161171
2201,Downtown,4-702,32.712788,-117.161172
2202,Downtown,4-710,32.712886,-117.161172
2203,Downtown,4-711,32.712965,-117.16099
2204,Downtown,4-712,32.713063,-117.161173
2205,Downtown,4-714,32.713141,-117.161173
2206,Downtown,4-719,32.71322,-117.160992
2207,Downtown,4-721,32.713318,-117.160992
2208,Downtown,4-723,32.713396,-117.160992
2209,Downtown,4-725,32.713494,-117.160993
2210,Downtown,4-803,32.713808,-117.160994
2211,Downtown,4-805,32.71394,-117.160995
2212,Downtown,4-807,32.714071,-117.160995
2213,Downtown,4-815,32.714203,-117.160996
2214,Downtown,4-821,32.714334,-117.160996
2215,Downtown,4-823,32.714465,-117.160997
2216,Downtown,4-901,32.714855,-117.160998
2217,Downtown,4-903,32.71501,-117.160999
2218,Downtown,4-905,32.715184,-117.161
2219,Downtown,4-907,32.715339,-117.161
2220,Downtown,4-909,32.715493,-117.161001
2221,Uptown,4013-05-01 00:00:00,32.750181,-117.160877
2222,Uptown,4015-05-01 00:00:00,32.750324,-117.160963
2223,Uptown,4047-05-01 00:00:00,32.751278,-117.160922
2224,Uptown,4049-05-01 00:00:00,32.751322,-117.161138
2225,Uptown,4051-05-01 00:00:00,32.753743,-117.16039
2226,Uptown,5-4013,32.750181,-117.160877
2227,Uptown,5-4015,32.750324,-117.160963
2228,Uptown,5-4047,32.751278,-117.160922
2229,Uptown,5-4049,32.751322,-117.161138
2230,Uptown,5-4051,32.753743,-117.16039
2231,Downtown,5-1002,32.716231,-117.159991
2232,Downtown,5-1004,32.716232,-117.15999
2233,Downtown,5-1006,32.71623,-117.159989
2234,Uptown,5-1300W,32.719504,-117.160274
2235,Downtown,5-1301,32.719048,-117.160347
2236,Downtown,5-1302,32.719007,-117.160288
2237,Downtown,5-1303,32.718963,-117.160391
2238,Downtown,5-1305,32.719109,-117.160362
2239,Downtown,5-1311,32.719104,-117.160107
2240,Downtown,5-1313,32.7192,-117.160108
2241,Downtown,5-1314,32.719295,-117.160291
2242,Downtown,5-1316,32.719391,-117.160292
2243,Downtown,5-1317,32.719488,-117.160111
2244,Downtown,5-1318,32.719583,-117.160294
2245,Downtown,5-1320,32.719678,-117.160295
2246,Downtown,5-1323,32.719776,-117.160114
2247,Uptown,5-1400W,32.720223,-117.160217
2248,Downtown,5-1403,32.72085,-117.160304
2249,Downtown,5-1404,32.720012,-117.160298
2250,Downtown,5-1405,32.72085,-117.160304
2251,Downtown,5-1406,32.720089,-117.160299
2252,Downtown,5-1408,32.720146,-117.160299
2253,Downtown,5-1410,32.720203,-117.160299
2254,Downtown,5-1411,32.720261,-117.160118
2255,Downtown,5-1412,32.719884,-117.159716
2256,Downtown,5-1413,32.720394,-117.160119
2257,Downtown,5-1414,32.720288,-117.160226
2258,Downtown,5-1415,32.720451,-117.160119
2259,Downtown,5-1416,32.719893,-117.159611
2260,Downtown,5-1417,32.720527,-117.16012
2261,Downtown,5-1418,32.72058,-117.160285
2262,Downtown,5-1419,32.720584,-117.16012
2263,Downtown,5-1420,32.720715,-117.16023
2264,Downtown,5-1421,32.720641,-117.160121
2265,Downtown,5-1422,32.719843,-117.161029
2266,Downtown,5-1423,32.720717,-117.160121
2267,Downtown,5-1424,32.721233,-117.160068
2268,Downtown,5-1425,32.720775,-117.160122
2269,Downtown,5-1426,32.72085,-117.160304
2270,Downtown,5-1500,32.721069,-117.160306
2271,Uptown,5-1500W,32.721395,-117.160284
2272,Downtown,5-1502,32.721127,-117.160307
2273,Downtown,5-1504,32.721205,-117.160308
2274,Downtown,5-1506,32.721263,-117.160308
2275,Downtown,5-1508,32.72134,-117.160309
2276,Downtown,5-1509,32.721399,-117.160127
2277,Downtown,5-1511,32.721477,-117.160128
2278,Downtown,5-1518,32.721553,-117.160311
2279,Downtown,5-1519,32.721612,-117.16013
2280,Downtown,5-1520,32.721688,-117.160313
2281,Downtown,5-1521,32.721747,-117.160131
2282,Downtown,5-1522,32.721823,-117.160314
2283,Downtown,5-1524,32.721881,-117.160315
2284,Downtown,5-1600,32.722626,-117.160322
2285,Uptown,5-1600W,32.722519,-117.16029
2286,Uptown,5-1700,32.723206,-117.160328
2287,Uptown,5-1700W,32.723528,-117.160311
2288,Uptown,5-1701,32.723281,-117.160147
2289,Uptown,5-1702,32.723371,-117.16033
2290,Uptown,5-1705,32.723446,-117.160149
2291,Uptown,5-1707,32.723519,-117.160149
2292,Uptown,5-1709,32.723611,-117.16015
2293,Uptown,5-1711,32.723685,-117.160151
2294,Uptown,5-1720,32.723775,-117.160334
2295,Uptown,5-1722,32.723867,-117.160335
2296,Uptown,5-1724,32.723941,-117.160336
2297,Uptown,5-1800W,32.724513,-117.160314
2298,Uptown,5-1803,32.724176,-117.160156
2299,Uptown,5-1805,32.724253,-117.160156
2300,Uptown,5-1807,32.72433,-117.160157
2301,Uptown,5-1809,32.724407,-117.160157
2302,Uptown,5-1811,32.724484,-117.160158
2303,Uptown,5-1813,32.724561,-117.160159
2304,Uptown,5-1815,32.724619,-117.160159
2305,Uptown,5-1817,32.724696,-117.16016
2306,Uptown,5-1819,32.724774,-117.16016
2307,Uptown,5-1820,32.72485,-117.160343
2308,Uptown,5-1822,32.724927,-117.160343
2309,Uptown,5-1824,32.725004,-117.160344
2310,Downtown,5-205,32.707357,-117.160071
2311,Downtown,5-206,32.707483,-117.160209
2312,Downtown,5-207,32.707508,-117.160017
2313,Downtown,5-208,32.707596,-117.160193
2314,Downtown,5-209,32.707614,-117.160354
2315,Downtown,5-210,32.707732,-117.160193
2316,Downtown,5-211,32.707635,-117.160371
2317,Downtown,5-212,32.707888,-117.160193
2318,Downtown,5-213,32.707947,-117.160011
2319,Downtown,5-214,32.708024,-117.160193
2320,Downtown,5-215,32.708083,-117.160012
2321,Downtown,5-217,32.707873,-117.160298
2322,Downtown,5-219,32.708219,-117.160012
2323,Downtown,5-225,32.708171,-117.160084
2324,Downtown,5-300,32.708543,-117.160076
2325,Downtown,5-302,32.708558,-117.16009
2326,Downtown,5-304,32.70844,-117.160196
2327,Downtown,5-305,32.70848,-117.160014
2328,Downtown,5-306,32.708537,-117.160197
2329,Downtown,5-307,32.708596,-117.160016
2330,Downtown,5-308,32.708652,-117.160198
2331,Downtown,5-309,32.708693,-117.160017
2332,Downtown,5-310,32.708749,-117.1602
2333,Downtown,5-311,32.708808,-117.160018
2334,Downtown,5-312,32.708864,-117.160201
2335,Downtown,5-314,32.70898,-117.160203
2336,Downtown,5-316,32.709019,-117.160203
2337,Downtown,5-318,32.709077,-117.160204
2338,Downtown,5-320,32.709134,-117.160205
2339,Downtown,5-321,32.709175,-117.160023
2340,Downtown,5-322,32.709231,-117.160206
2341,Downtown,5-324,32.709289,-117.160207
2342,Downtown,5-326,32.709231,-117.160068
2343,Downtown,5-400,32.709509,-117.16021
2344,Downtown,5-400E,32.709825,-117.160065
2345,Downtown,5-401,32.71007,-117.160035
2346,Downtown,5-402,32.709683,-117.160212
2347,Downtown,5-403,32.710796,-117.160041
2348,Downtown,5-404,32.709837,-117.160214
2349,Downtown,5-405,32.715329,-117.157255
2350,Downtown,5-406,32.709914,-117.160215
2351,Downtown,5-407,32.715329,-117.157255
2352,Downtown,5-408,32.709991,-117.160216
2353,Downtown,5-409,32.715329,-117.157255
2354,Downtown,5-410,32.709736,-117.159958
2355,Downtown,5-411,32.715329,-117.157255
2356,Downtown,5-412,32.709736,-117.159958
2357,Downtown,5-413,32.715329,-117.157255
2358,Downtown,5-414,32.710068,-117.160217
2359,Downtown,5-420,32.710165,-117.160219
2360,Downtown,5-422,32.710242,-117.16022
2361,Downtown,5-423,32.710211,-117.160187
2362,Downtown,5-424,32.710319,-117.160221
2363,Downtown,5-502,32.710542,-117.160222
2364,Downtown,5-503,32.710581,-117.16004
2365,Downtown,5-504,32.71064,-117.160222
2366,Downtown,5-505,32.710699,-117.160041
2367,Downtown,5-506,32.710757,-117.160223
2368,Downtown,5-508,32.710816,-117.160223
2369,Downtown,5-510,32.710855,-117.160223
2370,Downtown,5-511,32.710913,-117.160041
2371,Downtown,5-512,32.710972,-117.160223
2372,Downtown,5-513,32.711011,-117.160041
2373,Downtown,5-514,32.711089,-117.160223
2374,Downtown,5-515,32.711128,-117.160041
2375,Downtown,5-516,32.711187,-117.160223
2376,Downtown,5-517,32.711226,-117.160041
2377,Downtown,5-518,32.711304,-117.160223
2378,Downtown,5-520,32.711343,-117.160223
2379,Downtown,5-523,32.711402,-117.160041
2380,Downtown,5-602,32.711626,-117.160226
2381,Downtown,5-604,32.711705,-117.160227
2382,Downtown,5-605,32.711807,-117.160103
2383,Downtown,5-606,32.711882,-117.16023
2384,Downtown,5-607,32.71179,-117.160155
2385,Downtown,5-608,32.71204,-117.160232
2386,Downtown,5-609,32.712121,-117.160052
2387,Downtown,5-611,32.71199,-117.159923
2388,Downtown,5-613,32.712081,-117.160181
2389,Downtown,5-615,32.712135,-117.160186
2390,Downtown,5-616,32.712198,-117.160235
2391,Downtown,5-617,32.712475,-117.16016
2392,Downtown,5-618,32.712297,-117.160237
2393,Downtown,5-620,32.712376,-117.160238
2394,Downtown,5-622,32.712455,-117.160239
2395,Downtown,5-700,32.71268,-117.160242
2396,Downtown,5-702,32.712777,-117.160243
2397,Downtown,5-704,32.712894,-117.160243
2398,Downtown,5-706,32.712991,-117.160244
2399,Downtown,5-709,32.713109,-117.160063
2400,Downtown,5-711,32.713148,-117.160063
2401,Downtown,5-713,32.713207,-117.160064
2402,Downtown,5-715,32.713265,-117.160064
2403,Downtown,5-717,32.713324,-117.160065
2404,Downtown,5-719,32.713363,-117.160065
2405,Downtown,5-721,32.713421,-117.160065
2406,Downtown,5-723,32.713538,-117.160066
2407,Downtown,5-804,32.713901,-117.160305
2408,Downtown,5-806,32.713756,-117.16025
2409,Downtown,5-808,32.713831,-117.16025
2410,Downtown,5-810,32.713906,-117.160251
2411,Downtown,5-812,32.713963,-117.160251
2412,Downtown,5-813,32.714039,-117.16007
2413,Downtown,5-815,32.714114,-117.16007
2414,Downtown,5-817,32.714171,-117.160071
2415,Downtown,5-819,32.714246,-117.160071
2416,Downtown,5-820,32.714339,-117.160254
2417,Downtown,5-821,32.714397,-117.160072
2418,Downtown,5-822,32.714471,-117.160255
2419,Downtown,5-824,32.714546,-117.160255
2420,Downtown,5-900,32.714823,-117.160257
2421,Downtown,5-902,32.714875,-117.159997
2422,Downtown,5-904,32.714882,-117.160029
2423,Downtown,5-906,32.715131,-117.160258
2424,Downtown,5-908,32.715247,-117.160259
2425,Downtown,5-910,32.715343,-117.160259
2426,Downtown,5-913,32.71544,-117.160077
2427,Downtown,5-915,32.715556,-117.160078
2428,Downtown,6-1011,32.715901,-117.159183
2429,Downtown,6-1013,32.716037,-117.159184
2430,Downtown,6-1015,32.716173,-117.159186
2431,Downtown,6-1111,32.717399,-117.159199
2432,Downtown,6-1113,32.717592,-117.159201
2433,Downtown,6-1117,32.717399,-117.159199
2434,Downtown,6-1119,32.717592,-117.159201
2435,Downtown,6-1300,32.718972,-117.159396
2436,Downtown,6-1300E,32.719809,-117.1594
2437,Downtown,6-1301,32.719011,-117.159214
2438,Downtown,6-1302,32.719067,-117.159397
2439,Downtown,6-1303,32.719125,-117.159215
2440,Downtown,6-1304,32.719181,-117.159397
2441,Downtown,6-1305,32.71922,-117.159215
2442,Downtown,6-1306,32.719277,-117.159397
2443,Downtown,6-1307,32.719334,-117.159216
2444,Downtown,6-1308,32.719391,-117.159398
2445,Downtown,6-1309,32.719429,-117.159216
2446,Downtown,6-1311,32.719486,-117.159216
2447,Downtown,6-1317,32.719544,-117.159216
2448,Downtown,6-1318,32.7196,-117.159399
2449,Downtown,6-1319,32.719639,-117.159217
2450,Downtown,6-1320,32.719714,-117.159399
2451,Downtown,6-1321,32.719753,-117.159217
2452,Downtown,6-1322,32.719809,-117.1594
2453,Downtown,6-1401,32.72004,-117.159249
2454,Downtown,6-1403,32.720082,-117.15929
2455,Downtown,6-1405,32.720152,-117.159256
2456,Downtown,6-1406,32.719938,-117.159403
2457,Downtown,6-1408,32.720427,-117.159331
2458,Downtown,6-1409,32.720086,-117.159219
2459,Downtown,6-1410,32.720181,-117.159401
2460,Downtown,6-1411,32.720239,-117.159219
2461,Downtown,6-1412,32.720336,-117.159371
2462,Downtown,6-1413,32.720315,-117.15922
2463,Downtown,6-1414,32.720369,-117.159394
2464,Downtown,6-1415,32.720744,-117.159319
2465,Downtown,6-1416,32.720544,-117.159403
2466,Downtown,6-1417,32.720755,-117.15921
2467,Downtown,6-1418,32.720678,-117.159403
2468,Downtown,6-1502,32.721108,-117.159404
2469,Downtown,6-1506,32.721242,-117.159403
2470,Downtown,6-1510,32.721357,-117.159403
2471,Downtown,6-1512,32.721472,-117.159402
2472,Downtown,6-1514,32.721515,-117.159413
2473,Downtown,6-1516,32.721721,-117.159401
2474,Downtown,6-1520,32.721836,-117.159401
2475,Downtown,6-1601,32.722169,-117.159222
2476,Downtown,6-1603,32.72232,-117.159225
2477,Downtown,6-1605,32.722469,-117.159228
2478,Downtown,6-1606,32.722661,-117.159416
2479,Downtown,6-1607,32.722714,-117.159236
2480,Downtown,6-1608,32.722763,-117.15942
2481,Downtown,6-1609,32.722808,-117.15924
2482,Uptown,6-1710,32.723211,-117.159452
2483,Uptown,6-1718,32.723396,-117.159469
2484,Uptown,6-1720,32.723547,-117.159484
2485,Uptown,6-1722,32.723692,-117.1595
2486,Uptown,6-1724,32.723894,-117.159528
2487,Uptown,6-1816,32.724448,-117.159542
2488,Uptown,6-1818,32.724757,-117.159536
2489,Downtown,6-216,32.707668,-117.159296
2490,Downtown,6-218,32.707822,-117.159296
2491,Downtown,6-220,32.707976,-117.159297
2492,Downtown,6-222,32.70815,-117.159297
2493,Downtown,6-224,32.70839,-117.159297
