,zone,pole,lat,lng
3081,Downtown,AH-0111,32.719821,-117.163398
3082,Downtown,AH-0113,32.719822,-117.163197
3083,Downtown,AH-109,32.71986,-117.163252
3084,Downtown,AH-111,32.719884,-117.163274
3085,Downtown,AH-113,32.719945,-117.163039
3086,Downtown,AH-0201,32.719824,-117.162838
3087,Downtown,AH-0203,32.719824,-117.162755
3088,Downtown,AH-0204,32.719978,-117.162672
3089,Downtown,AH-0206,32.719979,-117.162606
3090,Downtown,AH-0208,32.719979,-117.162522
3091,Downtown,AH-0209,32.719825,-117.162455
3092,Downtown,AH-0210,32.71998,-117.162372
3093,Downtown,AH-0211,32.719826,-117.162305
3094,Downtown,AH-0213,32.719826,-117.162238
3095,Downtown,AH-0215,32.719827,-117.162155
3096,Downtown,AH-201,32.719824,-117.162838
3097,Downtown,AH-203,32.719824,-117.162755
3098,Downtown,AH-204,32.719978,-117.162672
3099,Downtown,AH-206,32.719979,-117.162606
3100,Downtown,AH-208,32.719979,-117.162522
3101,Downtown,AH-209,32.719825,-117.162455
3102,Downtown,AH-210,32.71998,-117.162372
3103,Downtown,AH-211,32.719826,-117.162305
3104,Downtown,AH-212,32.719916,-117.162347
3105,Downtown,AH-213,32.719826,-117.162238
3106,Downtown,AH-214,32.719002,-117.162131
3107,Downtown,AH-215,32.719827,-117.162155
3108,Downtown,AH-216,32.720042,-117.162185
3109,Downtown,AH-218,32.720064,-117.162202
3110,Downtown,AH-300,32.719982,-117.161914
3111,Downtown,AH-303,32.719828,-117.161846
3112,Downtown,AH-305,32.719828,-117.161779
3113,Downtown,AH-306,32.719983,-117.161696
3114,Downtown,AH-307,32.719829,-117.161628
3115,Downtown,AH-311,32.719829,-117.161544
3116,Downtown,AH-312,32.719984,-117.161461
3117,Downtown,AH-313,32.71983,-117.161393
3118,Downtown,AH-314,32.719984,-117.16131
3119,Downtown,AH-315,32.719831,-117.161242
3120,Downtown,AH-400,32.719984,-117.160998
3121,Downtown,AH-402,32.719984,-117.16093
3122,Downtown,AH-403,32.71983,-117.160864
3123,Downtown,AH-404,32.719983,-117.160778
3124,Downtown,AH-405,32.719829,-117.160711
3125,Downtown,AH-407,32.719829,-117.160626
3126,Downtown,AH-410,32.719982,-117.16054
3127,Downtown,AH-412,32.719982,-117.160472
3128,Downtown,AH-413,32.719828,-117.160406
3129,Downtown,AH-414,32.719981,-117.16032
3130,Downtown,AH-501,32.719826,-117.160096
3131,Downtown,AH-502,32.71998,-117.160013
3132,Downtown,AH-503,32.719826,-117.159948
3133,Downtown,AH-504,32.719979,-117.159864
3134,Downtown,AH-505,32.719825,-117.159799
3135,Downtown,AH-506,32.719979,-117.159716
3136,Downtown,AH-507,32.719824,-117.159651
3137,Downtown,AH-513,32.719824,-117.159569
3138,Downtown,AH-515,32.719824,-117.159503
3139,Downtown,AH-517,32.719823,-117.15942
3140,Downtown,AH-604,32.719976,-117.159092
3141,Downtown,AH-606,32.719975,-117.158922
3142,Downtown,AH-613,32.71982,-117.158752
3143,Downtown,AH-615,32.719819,-117.158582
3144,Downtown,AH-703,32.71982,-117.158168
3145,Downtown,AH-711,32.719821,-117.158
3146,Downtown,AH-713,32.719822,-117.157832
3147,Downtown,AH-715,32.719824,-117.157665
3148,Uptown,AL-4001,32.75028,-117.166063
3149,Uptown,AL-4003,32.750569,-117.166066
3150,Uptown,AL-4008,32.750891,-117.166253
3151,Uptown,AL-4010,32.75118,-117.166256
3152,Uptown,AL-4012,32.751504,-117.16626
3153,Downtown,B-1000,32.717822,-117.155368
3154,Downtown,B-1001,32.717746,-117.155451
3155,Downtown,B-1002,32.717802,-117.155312
3156,Downtown,B-1003,32.717747,-117.155318
3157,Downtown,B-1004,32.717632,-117.155323
3158,Downtown,B-1006,32.717706,-117.155258
3159,Downtown,B-1009,32.717748,-117.155167
3160,Downtown,B-1010,32.717868,-117.155035
3161,Downtown,B-1011,32.717749,-117.155033
3162,Downtown,B-1012,32.717876,-117.155089
3163,Downtown,B-1013,32.71775,-117.154899
3164,Downtown,B-1014,32.717934,-117.154933
3165,Downtown,B-1016,32.717818,-117.155145
3166,Downtown,B-1101,32.717752,-117.154592
3167,Downtown,B-1103,32.717752,-117.154509
3168,Downtown,B-1109,32.717753,-117.154426
3169,Downtown,B-1111,32.717754,-117.154344
3170,Downtown,B-1112,32.71792,-117.154205
3171,Downtown,B-1113,32.717755,-117.154178
3172,Downtown,B-1114,32.717869,-117.154019
3173,Downtown,B-1115,32.717756,-117.154012
3174,Downtown,B-1117,32.717757,-117.153929
3175,Downtown,B-307,32.717731,-117.161855
3176,Downtown,B-308,32.717726,-117.161511
3177,Downtown,B-309,32.717734,-117.161565
3178,Downtown,B-310,32.717739,-117.161517
3179,Downtown,B-312,32.717744,-117.161521
3180,Downtown,B-400,32.7178,-117.160737
3181,Downtown,B-402,32.717758,-117.160736
3182,Downtown,B-404,32.717518,-117.16063
3183,Downtown,B-405,32.717738,-117.160537
3184,Downtown,B-406,32.717486,-117.160642
3185,Downtown,B-407,32.717738,-117.160333
3186,Downtown,B-609,32.717942,-117.158509
3187,Downtown,B-611,32.717988,-117.158604
3188,Downtown,B-613,32.71774,-117.158735
3189,Downtown,B-615,32.71774,-117.158564
3190,Downtown,B-703,32.717742,-117.158051
3191,Downtown,B-713,32.717743,-117.1579
3192,Downtown,B-715,32.717743,-117.157766
3193,Downtown,B-717,32.717744,-117.157633
3194,Downtown,B-800,32.717899,-117.15731
3195,Downtown,B-800N,32.717848,-117.156908
3196,Downtown,B-805,32.717746,-117.15721
3197,Downtown,B-806,32.7179,-117.157095
3198,Downtown,B-807,32.717747,-117.156995
3199,Downtown,B-808,32.717901,-117.156896
3200,Downtown,B-810,32.717901,-117.156781
3201,Downtown,B-813,32.717748,-117.156697
3202,Downtown,B-900,32.717762,-117.156223
3203,Downtown,B-901,32.717748,-117.156457
3204,Downtown,B-902,32.717713,-117.156169
3205,Downtown,B-903,32.717748,-117.156406
3206,Downtown,B-904,32.717736,-117.156089
3207,Downtown,B-906,32.717793,-117.155999
3208,Downtown,B-907,32.717748,-117.156355
3209,Downtown,B-908,32.717949,-117.155993
3210,Downtown,B-909,32.717791,-117.155996
3211,Downtown,B-910,32.717927,-117.156006
3212,Downtown,B-911,32.717787,-117.155869
3213,Downtown,B-912,32.717959,-117.155911
3214,Downtown,B-914,32.71792,-117.155854
3215,Downtown,BE-201,32.720855,-117.162708
3216,Downtown,BE-215,32.720856,-117.162491
3217,Downtown,BE-217,32.720843,-117.162201
3218,Downtown,BE-300,32.721012,-117.161933
3219,Downtown,BE-302,32.720934,-117.161806
3220,Downtown,BE-304,32.720418,-117.161864
3221,Downtown,BE-306,32.721044,-117.16158
3222,Downtown,BE-308,32.720379,-117.161449
3223,Downtown,BE-310,32.720975,-117.161507
3224,Downtown,BE-312,32.720999,-117.161438
3225,Downtown,BE-314,32.721007,-117.161405
3226,Downtown,BE-316,32.721014,-117.161468
3227,Downtown,BE-318,32.721015,-117.161402
3228,Downtown,BE-320,32.721015,-117.161352
3229,Downtown,BE-322,32.721015,-117.161286
3230,Downtown,BE-324,32.721015,-117.161236
3231,Downtown,BE-400,32.721101,-117.160974
3232,Downtown,BE-400S,32.720864,-117.159672
3233,Downtown,BE-402,32.721076,-117.16091
3234,Downtown,BE-403,32.720862,-117.160958
3235,Downtown,BE-404,32.721028,-117.16077
3236,Downtown,BE-405,32.720862,-117.16089
3237,Downtown,BE-406,32.72104,-117.160804
3238,Downtown,BE-407,32.720862,-117.160822
3239,Downtown,BE-409,32.720862,-117.160754
3240,Downtown,BE-412,32.721016,-117.160669
3241,Downtown,BE-413,32.720863,-117.1606
3242,Downtown,BE-414,32.721017,-117.160533
3243,Downtown,BE-415,32.720754,-117.160376
3244,Downtown,BE-416,32.721017,-117.160379
3245,Downtown,BE-418,32.721017,-117.160311
3246,Downtown,BE-702,32.72102,-117.158277
3247,Downtown,BE-703,32.720866,-117.158226
3248,Downtown,BE-704,32.721021,-117.158143
3249,Downtown,BE-705,32.720867,-117.158092
3250,Downtown,BE-706,32.721021,-117.158026
3251,Downtown,BE-708,32.721021,-117.157959
3252,Downtown,BE-710,32.721022,-117.157891
3253,Downtown,BE-712,32.721022,-117.157824
3254,Downtown,BE-714,32.721022,-117.157757
3255,Downtown,BE-715,32.720869,-117.157706
3256,Downtown,BE-716,32.721023,-117.15764
3257,Downtown,BE-717,32.720869,-117.157572
3258,Downtown,BE-803,32.72087,-117.157365
3259,Downtown,BE-805,32.720871,-117.157282
3260,Downtown,BE-807,32.720871,-117.157216
3261,Downtown,BE-809,32.720872,-117.157134
3262,Downtown,BE-811,32.720873,-117.157068
3263,Downtown,BE-813,32.720873,-117.156985
3264,Downtown,BE-815,32.720874,-117.15692
3265,Downtown,BE-817,32.720874,-117.156837
3266,Downtown,BE-819,32.720875,-117.156771
3267,Downtown,BE-821,32.720875,-117.156689
3268,Downtown,C-1203,32.716704,-117.153673
3269,Downtown,C-1204,32.716859,-117.153574
3270,Downtown,C-1206,32.71686,-117.153473
3271,Downtown,C-1212,32.71686,-117.153388
3272,Downtown,C-1213,32.716707,-117.153301
3273,Downtown,C-1215,32.716709,-117.1532
3274,Downtown,C-1217,32.716709,-117.153116
3275,Downtown,C-1219,32.71671,-117.153014
3276,Downtown,C-1300N,32.716904,-117.152732
3277,Downtown,C-1300S,32.716709,-117.152418
3278,Downtown,C-1302,32.716867,-117.152725
3279,Downtown,C-1308,32.71687,-117.15246
3280,Downtown,C-1310,32.716871,-117.152345
3281,Downtown,C-1314,32.716873,-117.152179
3282,Downtown,C-1316,32.716874,-117.152063
3283,City,CC-1003,32.700353,-117.145178
3284,City,CC-1005,32.700352,-117.145178
3285,City,CC-1007,32.715329,-117.157255
3286,City,CC-1009,32.715329,-117.157255
3287,City,CC-1011,32.700155,-117.145349
3288,City,CC-1013,32.700107,-117.145405
3289,City,CC-1015,32.699987,-117.145539
3290,City,CC-1017,32.699985,-117.14554
3291,City,CC-1019,32.699981,-117.145545
3292,City,CC-1103,32.699544,-117.145973
3293,City,CC-1105,32.699545,-117.145973
3294,City,CC-1107,32.69949,-117.146065
3295,City,CC-1109,32.699491,-117.146065
3296,City,CC-1111,32.699629,-117.145915
3297,City,CC-1115,32.699501,-117.145978
3298,City,CC-1117,32.699556,-117.146053
3299,Downtown,CE-201,32.7219,-117.162831
3300,Downtown,CE-203,32.7219,-117.162748
3301,Downtown,CE-205,32.721901,-117.162664
3302,Downtown,CE-207,32.721902,-117.16258
3303,Downtown,CE-209,32.721903,-117.162496
3304,Downtown,CE-211,32.721904,-117.162412
3305,Downtown,CE-213,32.721905,-117.162328
3306,Downtown,CE-214,32.72206,-117.162246
3307,Downtown,CE-216,32.72206,-117.162163
3308,Downtown,CE-302,32.722063,-117.161906
3309,Downtown,CE-305,32.72191,-117.161805
3310,Downtown,CE-307,32.72191,-117.161706
3311,Downtown,CE-309,32.721911,-117.161591
3312,Downtown,CE-311,32.721912,-117.161492
3313,Downtown,CE-313,32.721913,-117.161393
3314,Downtown,CE-315,32.721913,-117.161294
3315,Downtown,CE-400,32.722069,-117.161003
3316,Downtown,CE-402,32.722069,-117.160918
3317,Downtown,CE-404,32.722069,-117.160816
3318,Downtown,CE-408,32.722069,-117.160731
3319,Downtown,CE-410,32.722069,-117.160629
3320,Downtown,CE-412,32.722069,-117.160543
3321,Downtown,CE-413,32.721915,-117.160458
3322,Downtown,CE-414,32.722056,-117.160478
3323,Downtown,CE-416,32.722062,-117.160489
3324,Downtown,CE-502,32.722068,-117.160111
3325,Downtown,CE-503,32.721868,-117.160234
3326,Downtown,CE-504,32.722067,-117.159976
3327,Downtown,CE-505,32.721913,-117.159928
3328,Downtown,CE-507,32.721912,-117.159861
3329,Downtown,CE-509,32.721911,-117.159743
3330,Downtown,CE-510,32.722193,-117.159709
3331,Downtown,CE-511,32.72191,-117.159676
3332,Downtown,CE-512,32.722105,-117.159724
3333,Downtown,CE-513,32.721909,-117.159541
3334,Downtown,CE-514,32.722062,-117.159472
3335,Downtown,CE-516,32.722061,-117.159405
3336,Downtown,CL-1000,32.715901,-117.167476
3337,Downtown,CL-1002,32.716029,-117.167477
3338,Downtown,CL-1004,32.716158,-117.167478
3339,Downtown,CL-1006,32.716305,-117.167479
3340,Downtown,CL-1012,32.716434,-117.16748
3341,Downtown,CL-1014,32.716562,-117.167481
3342,Downtown,CL-1103,32.716834,-117.167301
3343,Downtown,CL-1104,32.716921,-117.167476
3344,Downtown,CL-1105,32.716949,-117.167301
3345,Downtown,CL-1106,32.716994,-117.167456
3346,Downtown,CL-1107,32.717065,-117.167302
3347,Downtown,CL-1108,32.716981,-117.167455
3348,Downtown,CL-1109,32.717181,-117.167302
3349,Downtown,CL-1110,32.717047,-117.167461
3350,Downtown,CL-1111,32.717316,-117.167303
3351,Downtown,CL-1112,32.717057,-117.16745
3352,Downtown,CL-1113,32.717373,-117.167303
3353,Downtown,CL-1114,32.717208,-117.167464
3354,Downtown,CL-1115,32.717431,-117.167303
3355,Downtown,CL-1116,32.717508,-117.167486
3356,Downtown,CL-1117,32.717262,-117.167467
3357,Downtown,CL-1122,32.717349,-117.167455
3358,Downtown,CL-1124,32.717624,-117.167486
3359,Downtown,CL-1126,32.717681,-117.167486
3360,Downtown,CL-1130,32.717484,-117.167468
3361,Downtown,CL-1132,32.7175,-117.167479
3362,Downtown,CL-1134,32.717569,-117.167477
3363,Downtown,CL-1136,32.717615,-117.167489
3364,Downtown,CL-1200,32.717872,-117.167444
3365,Downtown,CL-1202,32.717904,-117.167446
3366,Downtown,CL-1204,32.717974,-117.167461
3367,Downtown,CL-1206,32.718031,-117.167455
3368,Downtown,CL-1207,32.718133,-117.167306
3369,Downtown,CL-1208,32.718122,-117.167455
3370,Downtown,CL-1209,32.718268,-117.167307
3371,Downtown,CL-1210,32.718153,-117.167466
3372,Downtown,CL-1211,32.718326,-117.167307
3373,Downtown,CL-1212,32.718241,-117.167498
3374,Downtown,CL-1215,32.718402,-117.167307
3375,Downtown,CL-1217,32.71846,-117.167308
3376,Downtown,CL-1218,32.718537,-117.16749
3377,Downtown,CL-1219,32.718595,-117.167308
3378,Downtown,CL-1224,32.718652,-117.16749
3379,Downtown,CL-1225,32.71871,-117.167309
3380,Downtown,CL-1303,32.718972,-117.16731
3381,Downtown,CL-1307,32.71907,-117.167311
3382,Downtown,CL-1313,32.719168,-117.167312
3383,Downtown,CL-1318,32.719265,-117.167494
3384,Downtown,CL-1320,32.719362,-117.167495
3385,Downtown,CL-1321,32.719461,-117.167314
3386,Downtown,CL-1322,32.719558,-117.167497
3387,Downtown,CL-1323,32.719657,-117.167315
3388,Downtown,CL-1324,32.719754,-117.167498
3389,Downtown,CL-1400W,32.719823,-117.15942
3390,Downtown,CL-1401,32.720069,-117.167316
3391,Downtown,CL-1403,32.720201,-117.167316
3392,Downtown,CL-1410,32.719823,-117.15942
3393,Downtown,CL-1412,32.719823,-117.15942
3394,Downtown,CL-1415,32.720333,-117.167316
3395,Downtown,CL-1417,32.720465,-117.167316
3396,Downtown,CL-1419,32.720596,-117.167315
3397,Downtown,CL-1421,32.720728,-117.167315
3398,Downtown,CL-1500E,32.720875,-117.167374
3399,Downtown,CL-1502,32.72104,-117.167496
3400,Downtown,CL-1504,32.721193,-117.167495
3401,Downtown,CL-1512,32.721555,-117.167493
3402,Downtown,CL-1519,32.721765,-117.16731
3403,Downtown,CL-1521,32.721841,-117.16731
3404,Downtown,CL-1601,32.722076,-117.1673
3405,Downtown,CL-1607,32.722177,-117.167309
3406,Downtown,CL-1609,32.722254,-117.167309
3407,Downtown,CL-1611,32.722351,-117.167308
3408,Downtown,CL-1613,32.722428,-117.167308
3409,Downtown,CL-1617,32.722525,-117.167308
3410,Downtown,CL-1619,32.722602,-117.167308
3411,Downtown,CL-1621,32.722699,-117.167308
3412,Downtown,CL-1623,32.722776,-117.167308
3413,Downtown,CL-1625,32.722873,-117.167307
3414,Downtown,CL-1702,32.723307,-117.168
3415,Downtown,CL-1704,32.7232,-117.167527
3416,Downtown,CL-1706,32.72332,-117.167826
3417,Downtown,CL-602,32.711591,-117.167492
3418,Downtown,CL-603,32.711648,-117.167309
3419,Downtown,CL-604,32.711727,-117.167491
3420,Downtown,CL-616,32.711786,-117.16749
3421,Downtown,CL-617,32.711843,-117.167308
3422,Downtown,CL-618,32.711922,-117.167489
3423,Downtown,CL-619,32.711979,-117.167307
3424,Downtown,CL-620,32.712058,-117.167488
3425,Downtown,CL-621,32.712116,-117.167306
3426,Downtown,CL-622,32.712175,-117.167487
3427,Downtown,CL-623,32.712233,-117.167305
3428,Downtown,CL-625,32.712311,-117.167304
3429,Downtown,CL-627,32.712369,-117.167304
3430,Uptown,CT-3888,32.749313,-117.148064
3431,Uptown,CT-3890,32.749741,-117.147847
3432,Uptown,CT-3892,32.750205,-117.147612
3433,Downtown,D-1202,32.715816,-117.153668
3434,Downtown,D-1203,32.715662,-117.153582
3435,Downtown,D-1204,32.715817,-117.1535
3436,Downtown,D-1205,32.715663,-117.153414
3437,Downtown,D-1206,32.715818,-117.153331
3438,Downtown,D-1209,32.715665,-117.153246
3439,Downtown,D-1210,32.715819,-117.153163
3440,Downtown,D-1214,32.71582,-117.153079
3441,Downtown,D-1216,32.71582,-117.152995
3442,Downtown,D-1301,32.715668,-117.152735
3443,Downtown,D-1303,32.715668,-117.152636
3444,Downtown,D-1306,32.715823,-117.15252
3445,Downtown,D-1308,32.715823,-117.152421
3446,Downtown,D-1310,32.715824,-117.152321
3447,Downtown,D-1312,32.715824,-117.152205
3448,Downtown,D-1314,32.715825,-117.152105
3449,Downtown,D-1400N,32.715842,-117.151332
3450,Downtown,D-1400N1,32.715842,-117.151332
3451,Downtown,D-1400N2,32.715869,-117.151
3452,Downtown,D-1403,32.715673,-117.151698
3453,Downtown,D-1405,32.715673,-117.151584
3454,Downtown,D-1407,32.715674,-117.151469
3455,Downtown,D-1409,32.715675,-117.151355
3456,Downtown,D-1421,32.715666,-117.150932
3457,Downtown,D-1423,32.715672,-117.1508
3458,Downtown,D-1425,32.715677,-117.150926
3459,Downtown,D-1427,32.715678,-117.150811
3460,Downtown,D-1429,32.715678,-117.150697
3461,Downtown,D-1508,32.715654,-117.150037
3462,Downtown,D-1510,32.715604,-117.150022
3463,Downtown,D-1512,32.715692,-117.149725
3464,Downtown,D-1514,32.715698,-117.149809
3465,Downtown,D-1601,32.715685,-117.149386
3466,Downtown,D-1602,32.715834,-117.149235
3467,Downtown,D-1603,32.715678,-117.14928
3468,Downtown,D-1604,32.715846,-117.149263
3469,Downtown,D-1605,32.715687,-117.149171
3470,Downtown,D-1606,32.715863,-117.149105
3471,Downtown,D-1607,32.715714,-117.149155
3472,Downtown,D-1608,32.715841,-117.14907
3473,Downtown,D-1609,32.715749,-117.149038
3474,Downtown,D-1610,32.715842,-117.14892
3475,Downtown,D-1612,32.715842,-117.148853
3476,Downtown,D-1615,32.715822,-117.14888
3477,Downtown,D-1616,32.715844,-117.148702
3478,Mid-City,D-1910,32.715889,-117.146272
3479,Mid-City,D-1914,32.715883,-117.146124
3480,Mid-City,D-1916,32.715786,-117.146029
3481,Uptown,DA-303,32.72297,-117.161933
3482,Uptown,DA-305,32.722971,-117.161833
3483,Uptown,DA-307,32.722973,-117.161669
3484,Uptown,DA-309,32.722972,-117.16175
3485,Uptown,DA-311,32.722973,-117.16165
3486,Uptown,DA-313,32.722974,-117.161567
3487,Uptown,DA-314,32.723129,-117.161469
3488,Uptown,DA-316,32.72313,-117.161369
3489,Downtown,DC-905,32.714823,-117.163308
3490,Downtown,E-1001,32.713689,-117.155918
3491,Downtown,E-1002,32.714771,-117.155496
3492,Downtown,E-1003,32.714618,-117.155445
3493,Downtown,E-1004,32.714772,-117.15538
3494,Downtown,E-1005,32.714619,-117.155328
3495,Downtown,E-1006,32.714773,-117.155263
3496,Downtown,E-1007,32.71462,-117.155211
3497,Downtown,E-1008,32.714774,-117.155146
3498,Downtown,E-1009,32.71462,-117.155095
3499,Downtown,E-1011,32.714621,-117.155028
3500,Downtown,E-1012,32.714775,-117.154963
3501,Downtown,E-1013,32.714622,-117.154911
3502,Downtown,E-1015,32.714622,-117.154861
3503,Downtown,E-1017,32.714623,-117.154795
3504,Downtown,E-1100,32.714788,-117.154511
3505,Downtown,E-1102,32.714863,-117.154545
3506,Downtown,E-1104,32.714778,-117.154588
3507,Downtown,E-1105,32.714624,-117.154537
3508,Downtown,E-1106,32.714778,-117.154455
3509,Downtown,E-1107,32.714625,-117.154404
3510,Downtown,E-1108,32.714779,-117.154338
3511,Downtown,E-1109,32.714625,-117.15427
3512,Downtown,E-1110,32.714779,-117.154204
3513,Downtown,E-1111,32.714626,-117.154153
3514,Downtown,E-1112,32.714785,-117.153999
3515,Downtown,E-1113,32.714626,-117.154086
3516,Downtown,E-1115,32.714626,-117.154019
3517,Downtown,E-1116,32.71478,-117.153953
3518,Downtown,E-1117,32.714627,-117.153885
3519,Downtown,E-1200,32.714782,-117.153694
3520,Downtown,E-1202,32.714782,-117.153627
3521,Downtown,E-1203,32.714628,-117.153576
3522,Downtown,E-1204,32.714782,-117.153527
3523,Downtown,E-1205,32.71477,-117.15358
3524,Downtown,E-1206,32.714783,-117.153409
3525,Downtown,E-1207,32.714776,-117.153583
3526,Downtown,E-1208,32.714783,-117.153292
3527,Downtown,E-1209,32.71463,-117.15324
3528,Downtown,E-1210,32.714784,-117.153191
3529,Downtown,E-1211,32.71463,-117.15314
3530,Downtown,E-1212,32.714784,-117.153074
3531,Downtown,E-1213,32.714631,-117.153022
3532,Downtown,E-1215,32.714704,-117.153069
3533,Downtown,E-1300,32.714786,-117.152782
3534,Downtown,E-1302,32.714786,-117.152715
3535,Downtown,E-1303,32.714632,-117.152664
3536,Downtown,E-1304,32.714786,-117.152615
3537,Downtown,E-1305,32.714633,-117.152564
3538,Downtown,E-1306,32.714787,-117.152498
3539,Downtown,E-1307,32.714633,-117.152447
3540,Downtown,E-1308,32.714787,-117.152382
3541,Downtown,E-1310,32.714787,-117.152332
3542,Downtown,E-1311,32.714634,-117.152281
3543,Downtown,E-1312,32.714788,-117.152215
3544,Downtown,E-1313,32.714634,-117.152164
3545,Downtown,E-1315,32.714634,-117.152114
3546,Downtown,E-1317,32.714635,-117.152064
3547,Downtown,E-1400,32.714789,-117.151863
3548,Downtown,E-1402,32.71479,-117.151806
3549,Downtown,E-1404,32.71479,-117.151778
3550,Downtown,E-1405,32.714636,-117.151748
3551,Downtown,E-1407,32.714636,-117.15172
3552,Downtown,E-1409,32.714636,-117.151662
3553,Downtown,E-1411,32.714636,-117.151634
3554,Downtown,E-1412,32.71479,-117.151577
3555,Downtown,E-1413,32.714637,-117.151548
3556,Downtown,E-1414,32.714791,-117.151492
3557,Downtown,E-1416,32.714791,-117.151463
3558,Downtown,E-1417,32.714732,-117.151742
3559,Downtown,E-1418,32.714791,-117.151377
3560,Downtown,E-1419,32.714637,-117.151348
3561,Downtown,E-1420,32.714792,-117.151291
3562,Downtown,E-1422,32.714792,-117.151263
3563,Downtown,E-1423,32.714816,-117.150999
3564,Downtown,E-1424,32.714792,-117.151177
3565,Downtown,E-1425,32.714837,-117.151
3566,Downtown,E-1426,32.714792,-117.151091
3567,Downtown,E-1427,32.714893,-117.15087
3568,Downtown,E-1428,32.714793,-117.151005
3569,Downtown,E-1429,32.714913,-117.150873
3570,Downtown,E-1430,32.714793,-117.150948
3571,Downtown,E-1431,32.71502,-117.150687
3572,Downtown,E-1432,32.714793,-117.150862
3573,Downtown,E-1433,32.715053,-117.150708
3574,Downtown,E-1434,32.714794,-117.150776
3575,Downtown,E-1435,32.71464,-117.150747
3576,Downtown,E-1436,32.714794,-117.150691
3577,Downtown,E-1438,32.714794,-117.150662
3578,Downtown,E-1440,32.714794,-117.150633
3579,Downtown,E-1442,32.714794,-117.150576
3580,Downtown,E-1501,32.714642,-117.150281
3581,Downtown,E-1503,32.714642,-117.15018
3582,Downtown,E-1505,32.714642,-117.150095
3583,Downtown,E-1506,32.714797,-117.149995
3584,Downtown,E-1508,32.714797,-117.149893
3585,Downtown,E-1512,32.714797,-117.149809
3586,Downtown,E-1513,32.714644,-117.149724
3587,Downtown,E-1515,32.714644,-117.149622
3588,Downtown,E-401,32.714572,-117.160906
3589,Downtown,E-403,32.714573,-117.16077
3590,Downtown,E-405,32.714574,-117.160617
3591,Downtown,E-415,32.714575,-117.160482
3592,Downtown,E-417,32.714576,-117.160346
3593,Downtown,E-507,32.714579,-117.159987
3594,Downtown,E-509,32.714581,-117.159854
3595,Downtown,E-511,32.714582,-117.159705
3596,Downtown,E-515,32.714584,-117.159573
3597,Downtown,E-517,32.714585,-117.159441
3598,Downtown,E-600,32.714742,-117.159102
3599,Downtown,E-602,32.714743,-117.158984
3600,Downtown,E-604,32.714744,-117.158866
3601,Downtown,E-606,32.714745,-117.158731
3602,Downtown,E-613,32.714592,-117.158629
3603,Downtown,E-615,32.714593,-117.158511
3604,Downtown,E-700,32.714749,-117.158236
3605,Downtown,E-701,32.714595,-117.158185
3606,Downtown,E-702,32.714749,-117.158119
3607,Downtown,E-703,32.714596,-117.158067
3608,Downtown,E-704,32.71475,-117.158002
3609,Downtown,E-706,32.714751,-117.157952
3610,Downtown,E-708,32.714751,-117.157885
3611,Downtown,E-710,32.714752,-117.157818
3612,Downtown,E-711,32.714598,-117.157767
3613,Downtown,E-712,32.714752,-117.157701
3614,Downtown,E-713,32.714599,-117.157649
3615,Downtown,E-714,32.714753,-117.157584
3616,Downtown,E-715,32.7146,-117.157532
3617,Downtown,E-800,32.714756,-117.157276
3618,Downtown,E-802,32.714757,-117.157159
3619,Downtown,E-804,32.714759,-117.157042
3620,Downtown,E-807,32.714606,-117.156923
3621,Downtown,E-809,32.714607,-117.156806
3622,Downtown,E-812,32.714762,-117.156674
3623,Downtown,E-900,32.714765,-117.156415
3624,Downtown,E-902,32.714765,-117.156364
3625,Downtown,E-904,32.714766,-117.156296
3626,Downtown,E-905,32.714612,-117.156244
3627,Downtown,E-906,32.714766,-117.156178
3628,Downtown,E-907,32.714613,-117.156126
3629,Downtown,E-908,32.714767,-117.15606
3630,Downtown,E-910,32.714768,-117.155992
3631,Downtown,E-911,32.714614,-117.15594
3632,Downtown,E-912,32.714769,-117.155874
3633,Downtown,E-913,32.714615,-117.155822
3634,Downtown,E-914,32.71477,-117.155756
3635,Downtown,E-915,32.714616,-117.155703
3636,Mid-City,EL-1819,32.755176,-117.145512
3637,Mid-City,EL-1821,32.755176,-117.145268
3638,Mid-City,EL-2002,32.755304,-117.143465
3639,Mid-City,EL-2004,32.755489,-117.143389
3640,Mid-City,EL-2006,32.755414,-117.143458
3641,Mid-City,EL-2008,32.755553,-117.143383
3642,Mid-City,EL-2010,32.755381,-117.143272
3643,Mid-City,EL-2012,32.755474,-117.143241
3644,Mid-City,EL-2100,32.755419,-117.142113
3645,Mid-City,EL-2101,32.755244,-117.142286
3646,Mid-City,EL-2102,32.755487,-117.142191
3647,Mid-City,EL-2107,32.755168,-117.142109
3648,Mid-City,EL-2108,32.755345,-117.141843
3649,Mid-City,EL-2109,32.755138,-117.141978
3650,Mid-City,EL-2110,32.755345,-117.141747
3651,Mid-City,EL-2111,32.755146,-117.142013
3652,Mid-City,EL-2112,32.755346,-117.141636
3653,Mid-City,EL-2113,32.755213,-117.141853
3654,Mid-City,EL-2114,32.755346,-117.141588
3655,Mid-City,EL-2115,32.755201,-117.141755
3656,Mid-City,EL-2117,32.75521,-117.14166
3657,Mid-City,EL-2118,32.755346,-117.141524
3658,Mid-City,EL-2119,32.755269,-117.14157
3659,Mid-City,EL-2120,32.755346,-117.141476
3660,Mid-City,EL-2206,32.755348,-117.141107
3661,Mid-City,EL-2208,32.755438,-117.140763
