"zone","area","sub_area","pole","config_id","config_name","date_inventory","lat","lng","sapid"
"Downtown","East Village","1000 ISLAND AVE","SL-1012","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.710526","-117.155112","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1013","49382","Sunday Mode","2021-01-04","32.710374","-117.155007","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1013","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) (NFC)","2019-12-29","32.710374","-117.155007","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1014","49382","Sunday Mode","2021-01-04","32.710530","-117.154893","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1014","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.710530","-117.154893","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1016","49382","Sunday Mode","2021-01-04","32.710532","-117.154792","SS-014279"
"Downtown","East Village","1000 ISLAND AVE","SL-1016","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.710532","-117.154792","SS-014279"
"Downtown","East Village","1500 ISLAND AVE","SL-1500S","49382","Sunday Mode","2021-01-04","32.710350","-117.149977","SS-014288"
"Downtown","East Village","1500 ISLAND AVE","SL-1500S","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-12-29","32.710350","-117.149977","SS-014288"
"Downtown","Marina","200 ISLAND AVE","SL-200","49382","Sunday Mode","2021-01-04","32.710489","-117.162682","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-200","13444","15 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2020-06-15","32.710489","-117.162682","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-200","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710489","-117.162682","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-208","49382","Sunday Mode","2021-01-04","32.710491","-117.162531","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-208","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710491","-117.162531","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-212","49382","Sunday Mode","2021-01-04","32.710492","-117.162397","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-212","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710492","-117.162397","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-214","49382","Sunday Mode","2021-01-04","32.710494","-117.162263","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-214","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710494","-117.162263","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-216","49382","Sunday Mode","2021-01-04","32.710500","-117.162119","SS-029847"
"Downtown","Marina","200 ISLAND AVE","SL-216","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710500","-117.162119","SS-029847"
"Downtown","Gaslamp","400 ISLAND AVE","SL-401","49382","Sunday Mode","2021-01-04","32.710343","-117.160916","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-401","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710343","-117.160916","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-403","49382","Sunday Mode","2021-01-04","32.710344","-117.160815","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-403","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710344","-117.160815","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-405","49382","Sunday Mode","2021-01-04","32.710345","-117.160731","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-405","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710345","-117.160731","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-407","49382","Sunday Mode","2021-01-04","32.710347","-117.160630","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-407","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710347","-117.160630","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-408","49382","Sunday Mode","2021-01-04","32.710502","-117.160532","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-408","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710502","-117.160532","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-409","49382","Sunday Mode","2021-01-04","32.710349","-117.160445","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-409","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710349","-117.160445","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-415","49382","Sunday Mode","2021-01-04","32.710350","-117.160361","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-415","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710350","-117.160361","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-417","49382","Sunday Mode","2021-01-04","32.710352","-117.160260","SS-014276"
"Downtown","Gaslamp","400 ISLAND AVE","SL-417","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710352","-117.160260","SS-014276"
"Downtown","Gaslamp","500 ISLAND AVE","SL-501","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710355","-117.160033","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-502","49382","Sunday Mode","2021-01-04","32.710510","-117.159970","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-502","13443","30 Min Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710510","-117.159970","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-503","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710357","-117.159916","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-504","49382","Sunday Mode","2021-01-04","32.710512","-117.159869","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-504","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710512","-117.159869","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-505","49382","Sunday Mode","2021-01-04","32.710359","-117.159815","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-505","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710359","-117.159815","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-506","49382","Sunday Mode","2021-01-04","32.710514","-117.159752","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-506","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710514","-117.159752","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-507","49382","Sunday Mode","2021-01-04","32.710361","-117.159698","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-507","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710361","-117.159698","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-509","49382","Sunday Mode","2021-01-04","32.710361","-117.159648","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-509","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710361","-117.159648","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-510","49382","Sunday Mode","2021-01-04","32.710516","-117.159584","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-510","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710516","-117.159584","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-511","49382","Sunday Mode","2021-01-04","32.710363","-117.159530","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-511","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710363","-117.159530","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-513","49382","Sunday Mode","2021-01-04","32.710364","-117.159480","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-513","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710364","-117.159480","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-515","49382","Sunday Mode","2021-01-04","32.710365","-117.159413","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-515","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710365","-117.159413","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-517","49382","Sunday Mode","2021-01-04","32.710366","-117.159362","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-517","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710366","-117.159362","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-519","49382","Sunday Mode","2021-01-04","32.710314","-117.159317","SS-014275"
"Downtown","Gaslamp","500 ISLAND AVE","SL-519","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710314","-117.159317","SS-014275"
"Downtown","East Village","600 ISLAND AVE","SL-602","49382","Sunday Mode","2021-01-04","32.710516","-117.158933","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-602","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710516","-117.158933","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-609","49382","Sunday Mode","2021-01-04","32.710356","-117.158650","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-609","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710356","-117.158650","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-611","49382","Sunday Mode","2021-01-04","32.710354","-117.158566","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-611","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710354","-117.158566","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-613","49382","Sunday Mode","2021-01-04","32.710352","-117.158498","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-613","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710352","-117.158498","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-615","49382","Sunday Mode","2021-01-04","32.710350","-117.158414","SS-014278"
"Downtown","East Village","600 ISLAND AVE","SL-615","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710350","-117.158414","SS-014278"
"Downtown","East Village","800 ISLAND AVE","SL-800","49382","Sunday Mode","2021-01-04","32.710496","-117.156792","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-800","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710496","-117.156792","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-800N","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2022-03-14","32.710403","-117.156870","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-802","49382","Sunday Mode","2021-01-04","32.710489","-117.156863","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-802","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710489","-117.156863","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-803","49382","Sunday Mode","2021-01-04","32.710381","-117.157040","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-803","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) (NFC)","2019-12-29","32.710381","-117.157040","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-804","49382","Sunday Mode","2021-01-04","32.710490","-117.156892","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-804","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710490","-117.156892","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-805","49382","Sunday Mode","2021-01-04","32.710385","-117.156976","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-805","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710385","-117.156976","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-806","49382","Sunday Mode","2021-01-04","32.710490","-117.157014","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-806","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710490","-117.157014","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-807","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.423800","117.926000","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-808","49382","Sunday Mode","2021-01-04","32.710491","-117.157053","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-808","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710491","-117.157053","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-809","49382","Sunday Mode","2021-01-04","32.710381","-117.156794","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-809","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710381","-117.156794","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-810","49382","Sunday Mode","2021-01-04","32.710488","-117.157154","SS-014283"
"Downtown","East Village","800 ISLAND AVE","SL-810","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.710488","-117.157154","SS-014283"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-305","49382","Sunday Mode","2021-01-04","32.738638","-117.161996","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-305","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.738638","-117.161996","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-307","49382","Sunday Mode","2021-01-04","32.738638","-117.161863","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-307","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.738638","-117.161863","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-309","49382","Sunday Mode","2021-01-04","32.738639","-117.161712","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-309","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.738639","-117.161712","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-311","49382","Sunday Mode","2021-01-04","32.738640","-117.161578","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-311","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.738640","-117.161578","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-313","49382","Sunday Mode","2021-01-04","32.738640","-117.161445","SS-025459"
"Uptown","Bankers Hill","300 SPRUCE ST","SP-313","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.738640","-117.161445","SS-025459"
"Downtown","Columbia","1000 STATE ST","ST-1003","49382","Sunday Mode","2021-01-04","32.716069","-117.166411","SS-025581"
"Downtown","Core - Columbia","1000 STATE ST","ST-1003","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.716069","-117.166411","SS-025581"
"Downtown","Columbia","1000 STATE ST","ST-1005","49382","Sunday Mode","2021-01-04","32.716383","-117.166410","SS-025581"
"Downtown","Core - Columbia","1000 STATE ST","ST-1005","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.716383","-117.166410","SS-025581"
"Downtown","Columbia","1200 STATE ST","ST-1207","49382","Sunday Mode","2021-01-04","32.717981","-117.166410","SS-025579"
"Downtown","Core - Columbia","1200 STATE ST","ST-1207","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.717981","-117.166410","SS-025579"
"Downtown","Core - Columbia","1200 STATE ST","ST-1209","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.718135","-117.166410","SS-025579"
"Downtown","Columbia","1200 STATE ST","ST-1211","49382","Sunday Mode","2021-01-04","32.718308","-117.166409","SS-025579"
"Downtown","Core - Columbia","1200 STATE ST","ST-1211","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.718308","-117.166409","SS-025579"
"Downtown","Columbia","1200 STATE ST","ST-1213","49382","Sunday Mode","2021-01-04","32.718463","-117.166409","SS-025579"
"Downtown","Core - Columbia","1200 STATE ST","ST-1213","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.718463","-117.166409","SS-025579"
"Downtown","Core - Columbia","1200 STATE ST","ST-1221","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.718617","-117.166409","SS-025579"
"Downtown","Core - Columbia","1300 STATE ST","ST-1300E","63","San Diego Default","2019-12-29","32.715329","-117.157255","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1300W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-12-29","32.000000","-117.000000","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1302","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.718936","-117.166591","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1306","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719111","-117.166591","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1308","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719229","-117.166591","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719385","-117.166591","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1314","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719444","-117.166591","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1315","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719502","-117.166409","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1317","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719561","-117.166409","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1318","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719619","-117.166592","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1319","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719678","-117.166410","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1320","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719737","-117.166592","SS-025578"
"Downtown","Core - Columbia","1300 STATE ST","ST-1321","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.719795","-117.166410","SS-025578"
"Downtown","Little Italy","1400 STATE ST","ST-1400W","49382","Sunday Mode","2021-01-04","32.720442","-117.166323","SS-025577"
"Downtown","Little Italy","1400 STATE ST","ST-1400W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-12-29","32.720442","-117.166323","SS-025577"
"Downtown","Little Italy","1400 STATE ST","ST-1405","49382","Sunday Mode","2021-01-04","32.720241","-117.166409","SS-025577"
"Downtown","Little Italy","1400 STATE ST","ST-1405","16523","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.720241","-117.166409","SS-025577"
"Downtown","Little Italy","1400 STATE ST","ST-1407","49382","Sunday Mode","2021-01-04","32.720411","-117.166409","SS-025577"
"Downtown","Little Italy","1400 STATE ST","ST-1407","16523","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.720411","-117.166409","SS-025577"
"Downtown","Little Italy","1500 STATE ST","ST-1500","49382","Sunday Mode","2021-01-04","32.721101","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1500","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721101","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1502","49382","Sunday Mode","2021-01-04","32.721235","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1502","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721235","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1504","49382","Sunday Mode","2021-01-04","32.721368","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1504","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721368","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1506","49382","Sunday Mode","2021-01-04","32.721521","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1506","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721521","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1510","49382","Sunday Mode","2021-01-04","32.721654","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1510","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721654","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1512","49382","Sunday Mode","2021-01-04","32.721788","-117.166590","SS-025576"
"Downtown","Little Italy","1500 STATE ST","ST-1512","9166","4 Hour Max $1.00 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.721788","-117.166590","SS-025576"
"Downtown","Little Italy","1600 STATE ST","ST-1600","49382","Sunday Mode","2021-01-04","32.722332","-117.166594","SS-025575"
"Downtown","Little Italy","1600 STATE ST","ST-1600","16520","15 Min Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.722332","-117.166594","SS-025575"
"Downtown","Little Italy","1600 STATE ST","ST-1602","49382","Sunday Mode","2021-01-04","32.722639","-117.166596","SS-025575"
"Downtown","Little Italy","1600 STATE ST","ST-1602","16524","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC)","2019-12-29","32.722639","-117.166596","SS-025575"
"Downtown","Marina","600 STATE ST","ST-600E","49382","Sunday Mode","2021-01-04","32.712118","-117.166737","SS-025585"
"Downtown","Marina","600 STATE ST","ST-600E","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","2019-12-29","32.712118","-117.166737","SS-025585"
"Downtown","Marina","600 STATE ST","ST-600W","49382","Sunday Mode","2021-01-04","32.712016","-117.166371","SS-025585"
"Downtown","Marina","600 STATE ST","ST-600W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-12-29","32.712016","-117.166371","SS-025585"
"Downtown","Marina","700 STATE ST","ST-700E","49382","Sunday Mode","2021-01-04","32.712810","-117.166477","SS-025584"
"Downtown","Marina","700 STATE ST","ST-700E","44777","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri 9 Hour Max Sat $0.75 HR","2019-12-29","32.712810","-117.166477","SS-025584"
"Downtown","Marina","700 STATE ST","ST-700W","49382","Sunday Mode","2021-01-04","32.712952","-117.166571","SS-025584"
"Downtown","Marina","700 STATE ST","ST-700W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","2019-12-29","32.712952","-117.166571","SS-025584"
"Downtown","Marina","700 STATE ST","ST-746","49382","Sunday Mode","2021-01-04","32.713485","-117.166591","SS-025584"
"Downtown","Marina","700 STATE ST","ST-746","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.713485","-117.166591","SS-025584"
"Downtown","Marina","800 STATE ST","ST-800E","49382","Sunday Mode","2021-01-04","32.713993","-117.166454","SS-025583"
"Downtown","Marina","800 STATE ST","ST-800E","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","2019-12-29","32.713993","-117.166454","SS-025583"
"Downtown","Marina","800 STATE ST","ST-814","49382","Sunday Mode","2021-01-04","32.714340","-117.166330","SS-025583"
"Downtown","Marina","800 STATE ST","ST-814","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay) (NFC)","2019-12-29","32.714340","-117.166330","SS-025583"
"Downtown","Marina","800 STATE ST","ST-816","49382","Sunday Mode","2021-01-04","32.713702","-117.166591","SS-025583"
"Downtown","Marina","800 STATE ST","ST-816","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.713702","-117.166591","SS-025583"
"Downtown","Marina","800 STATE ST","ST-818","49382","Sunday Mode","2021-01-04","32.713778","-117.166591","SS-025583"
"Downtown","Marina","800 STATE ST","ST-818","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.713778","-117.166591","SS-025583"
"Downtown","Marina","800 STATE ST","ST-820","49382","Sunday Mode","2021-01-04","32.713873","-117.166592","SS-025583"
"Downtown","Marina","800 STATE ST","ST-820","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.713873","-117.166592","SS-025583"
"Downtown","Marina","800 STATE ST","ST-822","49382","Sunday Mode","2021-01-04","32.714515","-117.166663","SS-025583"
"Downtown","Marina","800 STATE ST","ST-822","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.714515","-117.166663","SS-025583"
"Downtown","Marina","800 STATE ST","ST-824","49382","Sunday Mode","2021-01-04","32.713949","-117.166592","SS-025583"
"Downtown","Marina","800 STATE ST","ST-824","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) (NFC)","2019-12-29","32.713949","-117.166592","SS-025583"
